AvgCyclomaticModified,AvgCyclomatic,AvgEssential,AvgCyclomaticStrict,AvgLine,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountDeclMethod,CountLineBlank,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineCode,CountLine,CountSemicolon,CountStmtDecl,CountStmtExe,CountStmt,MaxCyclomaticModified,MaxCyclomatic,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomaticModified,SumCyclomatic,SumCyclomaticStrict,SumEssential,PRE-ReleaseDefects,POST-ReleaseDefects,NumberOfChanges,NumberOfCodeChurn,InvokedMethods,TryQuantity,TrySizeLOC,TrySizeSLOC,CatchQuantity,CatchSizeLOC,CatchSizeSLOC,CaughtExceptions,TotalPossibleExceptions,PercentageOfCaughtExceptions,DestructiveWrapping,NestedTry,ThorwsKitchenSink,ThrowWithinFinally,CatchandDoNothing,CatchandReturnnull,DummyHandler,IgnoringInterruptedException,CatchGeneric,ThrowsGeneric,LogandReturnNull,LogandThrowDetector
2,2,1,2,14,0,8,6,15,38,44,9,0,14,0,30,44,72,295,409,62,686,819,315,222,282,426,10,10,13,3,5,0.090379,102,102,107,46,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,28,0,0,0,0,0,0,0,0,7,34,29,20,35,62,30,31,0,31,0,0,0,0,0,0.571429,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,14,4,7,0,2,17,15,13,0,2,0,15,17,26,74,96,124,191,338,81,59,66,116,8,10,10,4,4,0.649215,29,31,32,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,9,3,1,2,3,5,7,1,0,2,1,4,7,13,28,24,49,57,119,28,23,17,39,2,2,3,1,1,0.859649,8,8,10,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,9,0,1,0,2,7,7,6,0,1,1,5,7,20,40,43,21,89,130,50,35,32,65,3,3,3,1,2,0.235955,14,14,14,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,17,6,3,8,4,63,71,5,1,2,2,66,71,90,235,313,497,610,1187,228,164,225,352,25,25,25,4,3,0.814754,119,119,129,62,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,7,7,2,0,0,0,7,7,11,24,10,20,41,72,18,17,10,26,1,1,1,1,0,0.487805,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,3,0,0,14,14,5,0,2,0,12,14,15,29,28,31,72,118,36,27,27,53,4,4,5,1,2,0.430556,14,14,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,2,1,0,1,22,22,7,0,0,0,22,22,26,44,68,89,143,253,61,37,59,95,5,5,5,1,1,0.622378,32,32,32,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,9,1,1,0,0,9,9,0,0,0,0,9,9,16,30,31,37,76,129,30,19,29,47,5,5,6,3,2,0.486842,16,16,17,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,2,5,0,47,6,55,4,5,0,5,0,0,0,0,0,7.83333,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,4,7,38,4,1,2,0,0,2,0,0,1,0,1,2,7,23,50,26,80,113,37,18,38,52,11,11,11,5,5,0.325,14,14,14,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,4,9,0,27,10,41,5,6,0,6,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,4,9,0,26,10,40,5,6,0,6,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,2,2,1,0,0,0,2,2,5,11,4,18,17,40,9,9,3,12,1,1,1,1,0,1.05882,2,2,2,2,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,2,5,3,4,45,48,13,1,4,4,39,48,70,180,238,151,458,667,181,119,185,274,7,7,9,3,2,0.329694,88,88,94,54,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,2,3,3,4,32,35,10,0,5,4,26,35,51,144,182,132,354,526,146,97,141,214,7,7,9,3,3,0.372881,65,65,69,39,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,88,0,0,0,0,0,0,0,0,40,162,88,88,163,289,92,93,0,93,0,0,0,0,0,0.539877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,116,0,0,0,0,0,0,0,0,23,185,116,154,186,360,118,119,0,119,0,0,0,0,0,0.827957,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,2,1,1,5,15,16,6,0,1,0,15,16,25,52,58,68,105,198,59,41,40,79,4,4,4,1,2,0.647619,21,21,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,2,8,2,1,2,0,4,4,6,1,1,0,4,6,14,25,21,87,51,152,20,17,16,29,4,4,5,1,2,1.70588,9,9,12,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,10,1,1,1,1,14,15,5,0,1,3,11,15,29,51,87,37,158,219,73,44,67,104,8,8,8,1,2,0.234177,30,30,30,15,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,11,3,2,1,0,15,16,6,0,0,3,13,16,33,46,63,83,134,250,54,38,51,86,4,4,4,1,3,0.619403,28,28,28,16,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,2,0,6,8,4,0,3,0,5,8,14,20,35,19,59,91,31,21,29,47,5,5,5,3,2,0.322034,15,15,15,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,26,26,1,0,0,1,25,26,32,87,54,36,170,232,65,46,52,96,4,4,4,1,2,0.211765,30,30,30,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,10,1,3,2,4,17,19,5,1,5,1,12,19,29,72,93,55,186,270,79,55,72,117,5,5,5,4,4,0.295699,39,39,40,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,2,2,0,0,0,0,2,2,6,10,3,20,15,41,7,8,2,10,1,1,1,1,0,1.33333,2,2,2,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,3,1,0,1,15,15,1,0,0,0,15,15,20,59,51,71,132,223,38,29,39,64,3,3,3,3,2,0.537879,25,25,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,1,2,0,0,15,15,3,0,0,0,15,15,19,42,36,39,102,154,36,28,32,60,2,2,2,1,1,0.382353,22,22,22,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,1,1,0,1,0,0,0,1,4,8,2,19,11,34,5,6,1,7,1,1,1,1,0,1.72727,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,7,3,30,8,43,4,5,0,5,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,17,6,1,2,3,20,22,11,0,5,7,10,22,45,87,129,220,236,495,124,68,106,168,7,7,7,6,4,0.932203,51,51,55,33,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,0,1,0,0,6,6,0,0,0,0,6,6,8,29,16,34,49,91,20,17,13,28,3,3,3,1,2,0.693878,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1,4,30,11,1,1,0,2,3,0,0,0,0,3,3,7,20,27,58,48,113,24,17,18,31,6,6,6,1,3,1.20833,8,8,9,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,10,3,1,2,1,14,16,4,1,2,9,4,16,26,44,55,99,115,240,62,38,51,86,4,4,5,1,2,0.86087,25,25,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,2,2,0,0,0,0,2,2,7,10,2,21,15,43,6,7,2,9,1,1,1,1,0,1.4,2,2,2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,7,0,1,0,0,6,6,0,0,0,0,6,6,9,18,9,22,32,63,15,14,7,21,3,3,5,3,1,0.6875,5,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1,1,1,1,19,10,43,16,8,109,125,10,3,7,4,111,125,105,344,553,1449,976,2521,356,273,348,537,5,5,7,4,3,1.48463,176,176,182,128,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,9,3,1,0,0,8,8,6,0,0,0,8,8,12,27,29,52,60,124,41,23,28,50,1,1,1,1,0,0.866667,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1,1,1,1,9,3,1,0,0,31,31,11,0,0,3,28,31,37,75,110,138,220,395,110,56,99,153,6,6,8,4,1,0.627273,48,48,51,34,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
1,1,1,1,13,6,20,31,12,194,225,33,16,8,15,186,225,280,540,727,1507,1501,3253,537,418,544,880,14,14,15,6,3,1.004,327,327,348,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
7,7,4,7,51,16,1,0,0,3,3,0,0,0,0,3,3,6,16,26,60,46,112,21,13,15,28,7,7,7,4,3,1.30435,7,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,3,24,6,2,49,2,0,49,0,1,10,0,38,49,91,238,543,380,853,1322,361,186,419,545,12,12,15,6,6,0.445487,179,179,192,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,1,1,0,0,77,77,2,0,0,7,70,77,86,218,95,127,393,602,103,99,88,185,3,3,3,1,2,0.323155,81,81,81,77,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,52,52,1,0,0,2,50,52,57,157,72,30,282,366,90,73,70,143,1,1,1,1,0,0.106383,52,52,52,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,6,12,5,28,13,45,9,10,2,10,0,0,0,0,0,2.15385,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,2,0,0,13,13,8,0,0,0,13,13,17,42,33,25,90,131,49,33,30,63,1,1,1,1,0,0.277778,13,13,13,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,9,1,4,2,8,23,25,5,2,9,7,7,25,40,82,131,80,248,368,110,82,106,181,10,10,10,4,4,0.322581,59,59,59,28,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,13,1,4,1,13,6,7,3,0,0,6,1,7,21,65,91,46,149,216,63,50,43,83,5,5,8,1,2,0.308725,18,18,23,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,6,6,3,0,0,0,6,6,9,21,12,27,40,76,22,17,12,29,1,1,1,1,0,0.675,6,6,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,0,1,0,0,3,3,2,1,0,0,2,3,9,20,10,20,35,64,18,16,9,24,2,2,2,1,1,0.571429,5,5,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,0,3,3,1,2,0,1,0,3,8,15,3,21,22,51,11,12,3,15,1,1,1,1,0,0.954545,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,10,0,1,0,0,3,3,3,0,0,0,3,3,10,21,19,32,47,89,22,16,15,30,4,4,4,1,2,0.680851,7,7,7,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,2,7,33,5,2,3,0,1,4,2,0,2,0,2,4,10,37,82,40,121,171,62,35,68,91,13,13,14,6,3,0.330579,26,26,31,9,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,6,2,2,0,1,6,6,2,2,0,0,4,6,10,18,14,34,39,83,16,15,10,24,2,2,2,1,1,0.871795,7,7,8,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,2,4,18,4,1,2,1,5,7,2,0,1,0,6,7,14,23,74,53,106,169,57,22,54,73,11,26,27,14,3,0.5,17,32,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,2,4,24,7,1,2,1,8,10,4,0,7,0,3,10,17,52,112,89,184,290,78,51,94,127,23,23,29,15,7,0.483696,43,43,49,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,10,2,7,3,5,94,97,31,3,14,4,76,97,132,329,403,329,813,1270,349,242,348,524,8,8,9,4,3,0.404674,168,168,172,102,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,2,2,0,1,0,0,1,2,6,10,2,17,15,38,7,8,2,10,1,1,1,1,0,1.13333,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,15,2,5,8,13,18,26,7,15,2,3,6,26,48,131,199,201,323,570,150,92,116,198,8,8,9,4,2,0.622291,42,42,44,26,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,2,5,14,0,61,15,81,9,10,0,10,0,0,0,0,0,4.06667,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,6,9,0,24,10,40,6,7,0,7,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,9,5,1,0,1,2,2,0,0,0,0,2,2,4,10,4,32,16,52,7,8,2,10,2,2,2,1,0,2,3,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,1,1,0,0,0,0,1,1,3,5,2,21,8,32,4,5,1,6,1,1,1,1,0,2.625,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,15,5,3,2,2,25,27,14,3,5,0,19,27,50,118,167,195,307,549,144,93,139,208,11,11,13,4,5,0.635179,58,58,61,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,1,1,0,2,13,13,0,0,0,0,13,13,20,50,49,40,110,167,45,34,45,68,8,8,10,1,3,0.363636,22,22,24,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,4,19,10,22,20,46,13,14,0,14,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,13,7,1,0,0,6,6,1,0,0,0,6,6,10,25,13,65,46,121,14,13,9,22,2,2,2,1,1,1.41304,7,7,7,6,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,0,3,3,0,0,0,0,3,3,5,8,3,21,15,41,6,7,3,10,1,1,1,1,0,1.4,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,8,0,1,3,1,10,13,3,0,0,0,13,13,21,51,59,27,122,170,56,38,43,77,5,6,9,5,2,0.221311,20,21,24,19,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,0,3,3,0,0,0,0,3,3,4,8,3,21,15,40,6,7,3,10,1,1,1,1,0,1.4,3,3,3,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,1,12,14,0,26,38,13,2,2,8,28,40,28,86,94,79,223,327,91,78,81,158,8,8,8,3,4,0.35426,61,61,64,40,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,2,2,0,0,0,0,2,2,5,10,3,21,15,41,7,8,2,10,1,1,1,1,0,1.4,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,2,11,3,1,6,6,27,33,1,2,5,0,26,33,62,102,173,130,294,474,125,87,130,189,7,7,9,1,2,0.442177,68,68,96,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,1,4,2,19,7,27,3,4,1,5,1,1,1,1,0,2.71429,1,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,2,2,0,0,0,1,1,2,2,5,3,21,10,33,4,5,2,7,1,1,1,1,0,2.1,2,2,2,2,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,4,7,0,25,8,37,4,5,0,5,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,2,1,0,2,10,10,3,0,1,1,8,10,12,20,23,54,52,118,25,19,21,39,4,4,4,1,1,1.03846,14,14,14,10,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,1,4,2,19,7,27,3,4,1,5,1,1,1,1,0,2.71429,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,1,4,2,19,7,27,3,4,1,5,1,1,1,1,0,2.71429,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,0,1,1,0,0,0,0,1,1,1,3,1,19,6,26,2,3,1,4,1,1,1,1,0,3.16667,1,1,1,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,1,4,2,21,7,29,3,4,1,5,1,1,1,1,0,3,1,1,1,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,1,4,2,19,7,27,3,4,1,5,1,1,1,1,0,2.71429,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,1,1,0,1,1,1,0,0,0,0,1,1,1,4,2,21,7,29,3,4,1,5,1,1,1,1,0,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,3,3,5,12,0,33,13,51,7,8,0,8,0,0,0,0,0,2.53846,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,9,1,4,1,2,66,67,4,1,9,4,53,67,81,230,302,146,605,823,213,143,241,347,8,8,12,5,3,0.241322,132,132,147,82,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,2,2,7,0,24,8,34,3,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,2,2,6,0,33,7,42,5,6,0,6,0,0,0,0,0,4.71429,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,3,3,0,3,0,0,0,3,5,11,0,32,12,49,7,8,0,8,0,0,0,0,0,2.66667,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,3,19,3,1,1,0,5,6,6,1,0,2,3,6,13,52,71,41,120,174,64,44,53,82,10,10,11,3,3,0.341667,19,19,23,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,3,3,6,10,0,30,11,47,7,8,0,8,0,0,0,0,0,2.72727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,9,3,1,1,0,9,10,1,2,0,0,8,10,13,29,28,62,64,138,28,24,24,42,4,4,4,1,2,0.96875,13,13,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,16,10,1,1,0,7,8,3,0,0,0,8,8,11,24,5,61,28,96,21,21,4,23,1,1,1,1,0,2.17857,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2,3,15,1,2,0,7,15,15,5,1,5,0,9,15,46,84,148,45,253,331,120,71,119,174,12,12,12,9,5,0.177866,48,48,49,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,2,2,0,0,0,0,2,2,6,10,3,20,15,41,7,8,2,10,1,1,1,1,0,1.33333,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,7,4,1,0,1,1,1,0,0,0,0,1,1,4,9,2,24,12,40,6,7,1,8,1,1,1,1,0,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1,3,14,5,1,2,3,2,2,3,0,0,0,4,4,9,22,29,57,55,121,27,16,24,38,8,8,9,3,4,1.03636,11,11,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,4,0,1,1,0,4,3,3,1,1,0,3,5,10,16,12,25,36,71,13,11,9,20,5,5,6,1,2,0.694444,7,7,8,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,3,3,0,0,0,0,3,3,5,7,4,17,14,36,6,7,3,10,1,1,1,1,0,1.21429,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,4,0,1,0,0,2,2,0,0,0,0,2,2,5,10,2,17,15,37,7,8,2,10,1,1,1,1,0,1.13333,2,2,2,2,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,5,0,1,0,0,3,3,1,0,0,0,3,3,6,13,7,17,24,47,11,10,5,15,1,1,1,1,0,0.708333,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,1,0,1,3,3,0,0,0,0,3,3,6,10,4,20,17,43,7,8,3,11,1,1,1,1,0,1.17647,3,3,3,3,0,0,0,0,3,1,1,5,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2,2,1,2,18,4,2,0,8,29,29,1,0,14,0,15,29,40,182,295,145,459,637,240,158,240,323,7,7,9,5,3,0.315904,80,80,86,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
